event,bout,weight_class,method,round,round_format,time,winner
UFC 279: Diaz vs. Ferguson ,Melissa Martinez vs. Elise Reed,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Elise Reed 
UFC 279: Diaz vs. Ferguson ,Darian Weeks vs. Yohan Lainesse,Welterweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Yohan Lainesse 
UFC Fight Night: Gane vs. Tuivasa ,Ciryl Gane vs. Tai Tuivasa,Heavyweight Bout,KO/TKO ,3,5 Rnd (5-5-5-5-5),4:23,Ciryl Gane 
UFC Fight Night: Gane vs. Tuivasa ,Robert Whittaker vs. Marvin Vettori,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Robert Whittaker 
UFC Fight Night: Gane vs. Tuivasa ,Nassourdine Imavov vs. Joaquin Buckley,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Nassourdine Imavov 
UFC Fight Night: Gane vs. Tuivasa ,Alessio Di Chirico vs. Roman Kopylov,Middleweight Bout,KO/TKO ,3,3 Rnd (5-5-5),1:09,Roman Kopylov 
UFC Fight Night: Gane vs. Tuivasa ,William Gomis vs. Jarno Errens,Featherweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,William Gomis 
UFC Fight Night: Gane vs. Tuivasa ,Charles Jourdain vs. Nathaniel Wood,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Nathaniel Wood 
UFC Fight Night: Gane vs. Tuivasa ,Abus Magomedov vs. Dustin Stoltzfus,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:19,Abus Magomedov 
UFC Fight Night: Gane vs. Tuivasa ,John Makdessi vs. Nasrat Haqparast,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Nasrat Haqparast 
UFC Fight Night: Gane vs. Tuivasa ,Fares Ziam vs. Michal Figlak,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Fares Ziam 
UFC Fight Night: Gane vs. Tuivasa ,Benoit Saint Denis vs. Gabriel Miranda,Lightweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:16,Benoit Saint Denis 
UFC Fight Night: Gane vs. Tuivasa ,Khalid Taha vs. Cristian Quinonez,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:15,Cristian Quinonez 
UFC Fight Night: Gane vs. Tuivasa ,Stephanie Egger vs. Ailin Perez,Women's Featherweight Bout,Submission ,2,3 Rnd (5-5-5),4:54,Stephanie Egger 
UFC 278: Usman vs. Edwards ,Kamaru Usman vs. Leon Edwards,UFC Welterweight Title Bout,KO/TKO ,5,5 Rnd (5-5-5-5-5),4:04,Leon Edwards 
UFC 278: Usman vs. Edwards ,Paulo Costa vs. Luke Rockhold,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Paulo Costa 
UFC 278: Usman vs. Edwards ,Jose Aldo vs. Merab Dvalishvili,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Merab Dvalishvili 
UFC 278: Usman vs. Edwards ,Wu Yanan vs. Lucie Pudilova,Women's Bantamweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:04,Lucie Pudilova 
UFC 278: Usman vs. Edwards ,Tyson Pedro vs. Harry Hunsucker,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:05,Tyson Pedro 
UFC 278: Usman vs. Edwards ,Marcin Tybura vs. Alexandr Romanov,Heavyweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,Marcin Tybura 
UFC 278: Usman vs. Edwards ,Leonardo Santos vs. Jared Gordon,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jared Gordon 
UFC 278: Usman vs. Edwards ,Sean Woodson vs. Luis Saldana,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,
UFC 278: Usman vs. Edwards ,AJ Fletcher vs. Ange Loosa,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ange Loosa 
UFC 278: Usman vs. Edwards ,Amir Albazi vs. Francisco Figueiredo,Flyweight Bout,Submission ,1,3 Rnd (5-5-5),4:34,Amir Albazi 
UFC 278: Usman vs. Edwards ,Aoriqileng vs. Jay Perrin,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00, Aoriqileng 
UFC 278: Usman vs. Edwards ,Daniel Lacerda vs. Victor Altamirano,Flyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:39,Victor Altamirano 
UFC Fight Night: Vera vs. Cruz ,Marlon Vera vs. Dominick Cruz,Bantamweight Bout,KO/TKO ,4,5 Rnd (5-5-5-5-5),2:17,Marlon Vera 
UFC Fight Night: Vera vs. Cruz ,Nate Landwehr vs. David Onama,Featherweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,Nate Landwehr 
UFC Fight Night: Vera vs. Cruz ,Yazmin Jauregui vs. Iasmin Lucindo,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Yazmin Jauregui 
UFC Fight Night: Vera vs. Cruz ,Devin Clark vs. Azamat Murzakanov,Light Heavyweight Bout,KO/TKO ,3,3 Rnd (5-5-5),1:18,Azamat Murzakanov 
UFC Fight Night: Vera vs. Cruz ,Priscila Cachoeira vs. Ariane da Silva,Women's Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:05,Priscila Cachoeira 
UFC Fight Night: Vera vs. Cruz ,Bruno Silva vs. Gerald Meerschaert,Middleweight Bout,Submission ,3,3 Rnd (5-5-5),1:39,Gerald Meerschaert 
UFC Fight Night: Vera vs. Cruz ,Angela Hill vs. Loopy Godinez,Catch Weight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Angela Hill 
UFC Fight Night: Vera vs. Cruz ,Martin Buday vs. Lukasz Brzeski,Heavyweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Martin Buday 
UFC Fight Night: Vera vs. Cruz ,Cynthia Calvillo vs. Nina Nunes,Women's Flyweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Nina Nunes 
UFC Fight Night: Vera vs. Cruz ,Gabriel Benitez vs. Charlie Ontiveros,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:33,Gabriel Benitez 
UFC Fight Night: Vera vs. Cruz ,Ode Osbourne vs. Tyson Nam,Flyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:59,Tyson Nam 
UFC Fight Night: Vera vs. Cruz ,Jason Witt vs. Josh Quinlan,Catch Weight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:09,Josh Quinlan 
UFC Fight Night: Vera vs. Cruz ,Youssef Zalal vs. Da'Mon Blackshear,Bantamweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,
UFC Fight Night: Santos vs. Hill ,Thiago Santos vs. Jamahal Hill,Light Heavyweight Bout,KO/TKO ,4,5 Rnd (5-5-5-5-5),2:31,Jamahal Hill 
UFC Fight Night: Santos vs. Hill ,Vicente Luque vs. Geoff Neal,Welterweight Bout,KO/TKO ,3,3 Rnd (5-5-5),2:01,Geoff Neal 
UFC Fight Night: Santos vs. Hill ,Mohammed Usman vs. Zac Pauga,Heavyweight Bout,KO/TKO ,2,3 Rnd + OT (5-5-5-5),0:36,Mohammed Usman 
UFC Fight Night: Santos vs. Hill ,Brogan Walker vs. Juliana Miller,Women's Flyweight Bout,KO/TKO ,3,3 Rnd + OT (5-5-5-5),3:57,Juliana Miller 
UFC Fight Night: Santos vs. Hill ,Augusto Sakai vs. Serghei Spivac,Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:42,Serghei Spivac 
UFC Fight Night: Santos vs. Hill ,Terrance McKinney vs. Erick Gonzalez,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),2:17,Terrance McKinney 
UFC Fight Night: Santos vs. Hill ,Sam Alvey vs. Michal Oleksiejczuk,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:56,Michal Oleksiejczuk 
UFC Fight Night: Santos vs. Hill ,Bryan Battle vs. Takashi Sato,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:44,Bryan Battle 
UFC Fight Night: Santos vs. Hill ,Cory McKenna vs. Miranda Granger,Women's Strawweight Bout,Submission ,2,3 Rnd (5-5-5),1:03,Cory McKenna 
UFC Fight Night: Santos vs. Hill ,Mayra Bueno Silva vs. Stephanie Egger,Women's Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),1:17,Mayra Bueno Silva 
UFC 277: Pena vs. Nunes 2 ,Julianna Pena vs. Amanda Nunes,UFC Women's Bantamweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Amanda Nunes 
UFC 277: Pena vs. Nunes 2 ,Brandon Moreno vs. Kai Kara-France,UFC Interim Flyweight Title Bout,KO/TKO ,3,5 Rnd (5-5-5-5-5),4:34,Brandon Moreno 
UFC 277: Pena vs. Nunes 2 ,Derrick Lewis vs. Sergei Pavlovich,Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:55,Sergei Pavlovich 
UFC 277: Pena vs. Nunes 2 ,Alexandre Pantoja vs. Alex Perez,Flyweight Bout,Submission ,1,3 Rnd (5-5-5),1:31,Alexandre Pantoja 
UFC 277: Pena vs. Nunes 2 ,Magomed Ankalaev vs. Anthony Smith,Light Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:09,Magomed Ankalaev 
UFC 277: Pena vs. Nunes 2 ,Alex Morono vs. Matthew Semelsberger,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Alex Morono 
UFC 277: Pena vs. Nunes 2 ,Drew Dober vs. Rafael Alves,Lightweight Bout,KO/TKO ,3,3 Rnd (5-5-5),1:30,Drew Dober 
UFC 277: Pena vs. Nunes 2 ,Don'Tale Mayes vs. Hamdy Abdelwahab,Heavyweight Bout,Overturned ,3,3 Rnd (5-5-5),5:00,
UFC 277: Pena vs. Nunes 2 ,Drakkar Klose vs. Rafa Garcia,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Drakkar Klose 
UFC 277: Pena vs. Nunes 2 ,Michael Morales vs. Adam Fugitt,Welterweight Bout,KO/TKO ,3,3 Rnd (5-5-5),1:09,Michael Morales 
UFC 277: Pena vs. Nunes 2 ,Joselyne Edwards vs. Ji Yeon Kim,Women's Bantamweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Joselyne Edwards 
UFC 277: Pena vs. Nunes 2 ,Nicolae Negumereanu vs. Ihor Potieria,Light Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:33,Nicolae Negumereanu 
UFC 277: Pena vs. Nunes 2 ,Orion Cosce vs. Blood Diamond,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Orion Cosce 
UFC Fight Night: Blaydes vs. Aspinall ,Curtis Blaydes vs. Tom Aspinall,Heavyweight Bout,KO/TKO ,1,5 Rnd (5-5-5-5-5),0:15,Curtis Blaydes 
UFC Fight Night: Blaydes vs. Aspinall ,Jack Hermansson vs. Chris Curtis,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jack Hermansson 
UFC Fight Night: Blaydes vs. Aspinall ,Paddy Pimblett vs. Jordan Leavitt,Lightweight Bout,Submission ,2,3 Rnd (5-5-5),2:46,Paddy Pimblett 
UFC Fight Night: Blaydes vs. Aspinall ,Nikita Krylov vs. Alexander Gustafsson,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:07,Nikita Krylov 
UFC Fight Night: Blaydes vs. Aspinall ,Molly McCann vs. Hannah Goldy,Women's Flyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:52,Molly McCann 
UFC Fight Night: Blaydes vs. Aspinall ,Paul Craig vs. Volkan Oezdemir,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Volkan Oezdemir 
UFC Fight Night: Blaydes vs. Aspinall ,Mason Jones vs. Ludovit Klein,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ludovit Klein 
UFC Fight Night: Blaydes vs. Aspinall ,Marc Diakiese vs. Damir Hadzovic,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Marc Diakiese 
UFC Fight Night: Blaydes vs. Aspinall ,Nathaniel Wood vs. Charles Rosa,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Nathaniel Wood 
UFC Fight Night: Blaydes vs. Aspinall ,Makwan Amirkhani vs. Jonathan Pearce,Featherweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:10,Jonathan Pearce 
UFC Fight Night: Blaydes vs. Aspinall ,Muhammad Mokaev vs. Charles Johnson,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Muhammad Mokaev 
UFC Fight Night: Blaydes vs. Aspinall ,Jai Herbert vs. Kyle Nelson,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jai Herbert 
UFC Fight Night: Blaydes vs. Aspinall ,Mandy Bohm vs. Victoria Leonardo,Women's Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Victoria Leonardo 
UFC Fight Night: Blaydes vs. Aspinall ,Claudio Silva vs. Nicolas Dalby,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Nicolas Dalby 
UFC Fight Night: Ortega vs. Rodriguez ,Brian Ortega vs. Yair Rodriguez,Featherweight Bout,KO/TKO ,1,5 Rnd (5-5-5-5-5),4:11,Yair Rodriguez 
UFC Fight Night: Ortega vs. Rodriguez ,Michelle Waterson-Gomez vs. Amanda Lemos,Women's Strawweight Bout,Submission ,2,3 Rnd (5-5-5),1:48,Amanda Lemos 
UFC Fight Night: Ortega vs. Rodriguez ,Li Jingliang vs. Muslim Salikhov,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:38,Li Jingliang 
UFC Fight Night: Ortega vs. Rodriguez ,Matt Schnell vs. Sumudaerji,Flyweight Bout,Submission ,2,3 Rnd (5-5-5),4:24,Matt Schnell 
UFC Fight Night: Ortega vs. Rodriguez ,Shane Burgos vs. Charles Jourdain,Featherweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,Shane Burgos 
UFC Fight Night: Ortega vs. Rodriguez ,Lauren Murphy vs. Miesha Tate,Women's Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Lauren Murphy 
UFC Fight Night: Ortega vs. Rodriguez ,Punahele Soriano vs. Dalcha Lungiambula,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:28,Punahele Soriano 
UFC Fight Night: Ortega vs. Rodriguez ,Ricky Simon vs. Jack Shore,Bantamweight Bout,Submission ,2,3 Rnd (5-5-5),3:28,Ricky Simon 
UFC Fight Night: Ortega vs. Rodriguez ,Bill Algeo vs. Herbert Burns,Featherweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:50,Bill Algeo 
UFC Fight Night: Ortega vs. Rodriguez ,Dustin Jacoby vs. Da Woon Jung,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:13,Dustin Jacoby 
UFC Fight Night: Ortega vs. Rodriguez ,Dwight Grant vs. Dustin Stoltzfus,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Dustin Stoltzfus 
UFC Fight Night: Ortega vs. Rodriguez ,Jessica Penne vs. Emily Ducote,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Emily Ducote 
UFC Fight Night: Dos Anjos vs. Fiziev ,Rafael Dos Anjos vs. Rafael Fiziev,Lightweight Bout,KO/TKO ,5,5 Rnd (5-5-5-5-5),0:18,Rafael Fiziev 
UFC Fight Night: Dos Anjos vs. Fiziev ,Caio Borralho vs. Armen Petrosyan,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Caio Borralho 
UFC Fight Night: Dos Anjos vs. Fiziev ,Douglas Silva de Andrade vs. Said Nurmagomedov,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Said Nurmagomedov 
UFC Fight Night: Dos Anjos vs. Fiziev ,Jared Vanderaa vs. Chase Sherman,Heavyweight Bout,KO/TKO ,3,3 Rnd (5-5-5),3:10,Chase Sherman 
UFC Fight Night: Dos Anjos vs. Fiziev ,Aiemann Zahabi vs. Ricky Turcios,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Aiemann Zahabi 
UFC Fight Night: Dos Anjos vs. Fiziev ,Michael Johnson vs. Jamie Mullarkey,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Jamie Mullarkey 
UFC Fight Night: Dos Anjos vs. Fiziev ,Cody Brundage vs. Tresean Gore,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:50,Cody Brundage 
UFC Fight Night: Dos Anjos vs. Fiziev ,Antonina Shevchenko vs. Cortney Casey,Women's Flyweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Antonina Shevchenko 
UFC Fight Night: Dos Anjos vs. Fiziev ,David Onama vs. Garrett Armfield,Featherweight Bout,Submission ,2,3 Rnd (5-5-5),3:13,David Onama 
UFC Fight Night: Dos Anjos vs. Fiziev ,Kennedy Nzechukwu vs. Karl Roberson,Light Heavyweight Bout,KO/TKO ,3,3 Rnd (5-5-5),2:19,Kennedy Nzechukwu 
UFC Fight Night: Dos Anjos vs. Fiziev ,Ronnie Lawrence vs. Saidyokub Kakhramonov,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Saidyokub Kakhramonov 
UFC 276: Adesanya vs. Cannonier ,Israel Adesanya vs. Jared Cannonier,UFC Middleweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Israel Adesanya 
UFC 276: Adesanya vs. Cannonier ,Alexander Volkanovski vs. Max Holloway,UFC Featherweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Alexander Volkanovski 
UFC 276: Adesanya vs. Cannonier ,Sean Strickland vs. Alex Pereira,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:36,Alex Pereira 
UFC 276: Adesanya vs. Cannonier ,Robbie Lawler vs. Bryan Barberena,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:47,Bryan Barberena 
UFC 276: Adesanya vs. Cannonier ,Pedro Munhoz vs. Sean O'Malley,Bantamweight Bout,Could Not Continue ,2,3 Rnd (5-5-5),3:09,
UFC 276: Adesanya vs. Cannonier ,Brad Riddell vs. Jalin Turner,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),0:45,Jalin Turner 
UFC 276: Adesanya vs. Cannonier ,Jim Miller vs. Donald Cerrone,Welterweight Bout,Submission ,2,3 Rnd (5-5-5),1:32,Jim Miller 
UFC 276: Adesanya vs. Cannonier ,Ian Machado Garry vs. Gabe Green,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ian Machado Garry 
UFC 276: Adesanya vs. Cannonier ,Brad Tavares vs. Dricus Du Plessis,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Dricus Du Plessis 
UFC 276: Adesanya vs. Cannonier ,Uriah Hall vs. Andre Muniz,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Andre Muniz 
UFC 276: Adesanya vs. Cannonier ,Jessica Eye vs. Maycee Barber,Women's Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Maycee Barber 
UFC 276: Adesanya vs. Cannonier ,Jessica-Rose Clark vs. Julija Stoliarenko,Women's Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),0:42,Julija Stoliarenko 
UFC Fight Night: Tsarukyan vs. Gamrot ,Arman Tsarukyan vs. Mateusz Gamrot,Lightweight Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Mateusz Gamrot 
UFC Fight Night: Tsarukyan vs. Gamrot ,Neil Magny vs. Shavkat Rakhmonov,Welterweight Bout,Submission ,2,3 Rnd (5-5-5),4:58,Shavkat Rakhmonov 
UFC Fight Night: Tsarukyan vs. Gamrot ,Josh Parisian vs. Alan Baudot,Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:04,Josh Parisian 
UFC Fight Night: Tsarukyan vs. Gamrot ,Thiago Moises vs. Christos Giagos,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),3:05,Thiago Moises 
UFC Fight Night: Tsarukyan vs. Gamrot ,Nate Maness vs. Umar Nurmagomedov,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Umar Nurmagomedov 
UFC Fight Night: Tsarukyan vs. Gamrot ,Chris Curtis vs. Rodolfo Vieira,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Chris Curtis 
UFC Fight Night: Tsarukyan vs. Gamrot ,Carlos Ulberg vs. Tafon Nchukwi,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:15,Carlos Ulberg 
UFC Fight Night: Tsarukyan vs. Gamrot ,Shayilan Nuerdanbieke vs. TJ Brown,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Shayilan Nuerdanbieke 
UFC Fight Night: Tsarukyan vs. Gamrot ,Raulian Paiva vs. Sergey Morozov,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Sergey Morozov 
UFC Fight Night: Tsarukyan vs. Gamrot ,JP Buys vs. Cody Durden,Flyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:08,Cody Durden 
UFC Fight Night: Tsarukyan vs. Gamrot ,Brian Kelleher vs. Mario Bautista,Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),2:27,Mario Bautista 
UFC Fight Night: Tsarukyan vs. Gamrot ,Vanessa Demopoulos vs. Jinh Yu Frey,Women's Strawweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Vanessa Demopoulos 
UFC Fight Night: Kattar vs. Emmett ,Calvin Kattar vs. Josh Emmett,Featherweight Bout,Decision - Split ,5,5 Rnd (5-5-5-5-5),5:00,Josh Emmett 
UFC Fight Night: Kattar vs. Emmett ,Tim Means vs. Kevin Holland,Welterweight Bout,Submission ,2,3 Rnd (5-5-5),1:28,Kevin Holland 
UFC Fight Night: Kattar vs. Emmett ,Joaquin Buckley vs. Albert Duraev,Middleweight Bout,TKO - Doctor's Stoppage ,2,3 Rnd (5-5-5),5:00,Joaquin Buckley 
UFC Fight Night: Kattar vs. Emmett ,Damir Ismagulov vs. Guram Kutateladze,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Damir Ismagulov 
UFC Fight Night: Kattar vs. Emmett ,Julian Marquez vs. Gregory Rodrigues,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:18,Gregory Rodrigues 
UFC Fight Night: Kattar vs. Emmett ,Adrian Yanez vs. Tony Kelley,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:49,Adrian Yanez 
UFC Fight Night: Kattar vs. Emmett ,Jasmine Jasudavicius vs. Natalia Silva,Women's Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Natalia Silva 
UFC Fight Night: Kattar vs. Emmett ,Court McGee vs. Jeremiah Wells,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:34,Jeremiah Wells 
UFC Fight Night: Kattar vs. Emmett ,Ricardo Ramos vs. Danny Chavez,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:12,Ricardo Ramos 
UFC Fight Night: Kattar vs. Emmett ,Maria Oliveira vs. Gloria de Paula,Women's Strawweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Maria Oliveira 
UFC Fight Night: Kattar vs. Emmett ,Eddie Wineland vs. Cody Stamann,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:59,Cody Stamann 
UFC Fight Night: Kattar vs. Emmett ,Phil Hawes vs. Deron Winn,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:25,Phil Hawes 
UFC Fight Night: Kattar vs. Emmett ,Roman Dolidze vs. Kyle Daukaus,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:13,Roman Dolidze 
UFC 275: Teixeira vs. Prochazka ,Glover Teixeira vs. Jiri Prochazka,UFC Light Heavyweight Title Bout,Submission ,5,5 Rnd (5-5-5-5-5),4:32,Jiri Prochazka 
UFC 275: Teixeira vs. Prochazka ,Valentina Shevchenko vs. Taila Santos,UFC Women's Flyweight Title Bout,Decision - Split ,5,5 Rnd (5-5-5-5-5),5:00,Valentina Shevchenko 
UFC 275: Teixeira vs. Prochazka ,Zhang Weili vs. Joanna Jedrzejczyk,Women's Strawweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:28,Zhang Weili 
UFC 275: Teixeira vs. Prochazka ,Andre Fialho vs. Jake Matthews,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:24,Jake Matthews 
UFC 275: Teixeira vs. Prochazka ,Jack Della Maddalena vs. Ramazan Emeev,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:32,Jack Della Maddalena 
UFC 275: Teixeira vs. Prochazka ,SeungWoo Choi vs. Josh Culibao,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Josh Culibao 
UFC 275: Teixeira vs. Prochazka ,Maheshate vs. Steve Garcia,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:14, Maheshate 
UFC 275: Teixeira vs. Prochazka ,Brendan Allen vs. Jacob Malkoun,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Brendan Allen 
UFC 275: Teixeira vs. Prochazka ,Kyung Ho Kang vs. Batgerel Danaa,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Kyung Ho Kang 
UFC 275: Teixeira vs. Prochazka ,Liang Na vs. Silvana Gomez Juarez,Women's Strawweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:22,Silvana Gomez Juarez 
UFC 275: Teixeira vs. Prochazka ,Ramona Pascual vs. Joselyne Edwards,Women's Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Joselyne Edwards 
UFC Fight Night: Volkov vs. Rozenstruik ,Alexander Volkov vs. Jairzinho Rozenstruik,Heavyweight Bout,KO/TKO ,1,5 Rnd (5-5-5-5-5),2:12,Alexander Volkov 
UFC Fight Night: Volkov vs. Rozenstruik ,Dan Ige vs. Movsar Evloev,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Movsar Evloev 
UFC Fight Night: Volkov vs. Rozenstruik ,Michael Trizano vs. Lucas Almeida,Featherweight Bout,KO/TKO ,3,3 Rnd (5-5-5),0:55,Lucas Almeida 
UFC Fight Night: Volkov vs. Rozenstruik ,Karine Silva vs. Poliana Botelho,Women's Flyweight Bout,Submission ,1,3 Rnd (5-5-5),4:55,Karine Silva 
UFC Fight Night: Volkov vs. Rozenstruik ,Ode Osbourne vs. Zarrukh Adashev,Flyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:01,Ode Osbourne 
UFC Fight Night: Volkov vs. Rozenstruik ,Alonzo Menifield vs. Askar Mozharov,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:40,Alonzo Menifield 
